	Spring Term	2	8	Wednesday	21	2950
	Spring Term	2	8	Thursday	22	2880
	Spring Term	2	8	Friday	23	2190
	Spring Term	2	8	Saturday	24	1086
	Spring Term	2	8	Sunday	25	1374
	Spring Term	2	9	Monday	26	3146
	Spring Term	2	9	Tuesday	27	3005
	Spring Term	2	9	Wednesday	28	2883
	Spring Term	3	9	Thursday	1	2356
	Spring Term	3	9	Friday	2	1670
	Spring Term	3	9	Saturday	3	1191
	Spring Term	3	9	Sunday	4	1721
	Spring Term	3	10	Monday	5	3129
	Spring Term	3	10	Tuesday	6	3297
	Spring Term	3	10	Wednesday	7	2984
	Spring Term	3	10	Thursday	8	2946
	Spring Term	3	10	Friday	9	2334
	Spring Term	3	10	Saturday	10	1231
	Spring Term	3	10	Sunday	11	1717
	Spring Term	3	11	Monday	12	3097
	Spring Term	3	11	Tuesday	13	3414
	Spring Term	3	11	Wednesday	14	3129
	Spring Term	3	11	Thursday	15	3230
	Spring Term	3	11	Friday	16	2862
	Spring Term	3	11	Saturday	17	1296
	Spring Term	3	11	Sunday	18	2021
	Spring Term	3	12	Monday	19	3835
	Spring Term	3	12	Tuesday	20	3711
	Spring Term	3	12	Wednesday	21	3369
	Spring Term	3	12	Thursday	22	3257
	Spring Term	3	12	Friday	23	2114
	Spring Term	3	12	Saturday	24	732
	Spring Term	3	12	Sunday	25	912
	Easter Vacation	3	13	Monday	26	1432
	Easter Vacation	3	13	Tuesday	27	1247
	Easter Vacation	3	13	Wednesday	28	945
	Easter Vacation	3	13	Thursday	29	4
	Easter Vacation	3	13	Friday	30	0
	Easter Vacation	3	13	Saturday	31	0
	Easter Vacation	4	13	Sunday	1	0
	Easter Vacation	4	14	Monday	2	0
	Easter Vacation	4	14	Tuesday	3	2
	Easter Vacation	4	14	Wednesday	4	1519
	Easter Vacation	4	14	Thursday	5	1728
	Easter Vacation	4	14	Friday	6	1680
	Easter Vacation	4	14	Saturday	7	996
	Easter Vacation	4	14	Sunday	8	1207
	Easter Vacation	4	15	Monday	9	2033
	Easter Vacation	4	15	Tuesday	10	2204
	Easter Vacation	4	15	Wednesday	11	2283
	Easter Vacation	4	15	Thursday	12	2399
	Easter Vacation	4	15	Friday	13	2372
	Easter Vacation	4	15	Saturday	14	1824
	Easter Vacation	4	15	Sunday	15	2462
	Summer term	4	16	Monday	16	3360
	Summer term	4	16	Tuesday	17	3769
	Summer term	4	16	Wednesday	18	3418
	Summer term	4	16	Thursday	19	3207
	Summer term	4	16	Friday	20	3098
	Summer term	4	16	Saturday	21	2474
	Summer term	4	16	Sunday	22	2768
	Summer term	4	17	Monday	23	3753
	Summer term	4	17	Tuesday	24	3552
	Summer term	4	17	Wednesday	25	3819
	Summer term	4	17	Thursday	26	3466
	Summer term	4	17	Friday	27	2776
	Summer term	4	17	Saturday	28	1971
	Summer term	4	17	Sunday	29	2697
	Summer term	4	18	Monday	30	3514
	Summer term	5	18	Tuesday	1	3353
	Summer term	5	18	Wednesday	2	3190
	Summer term	5	18	Thursday	3	3082
	Summer term	5	18	Friday	4	2576
	Summer term	5	18	Saturday	5	1926
	Summer term	5	18	Sunday	6	2548
	Summer term	5	19	Monday	7	3760
	Summer term	5	19	Tuesday	8	3604
	Summer term	5	19	Wednesday	9	3306
	Summer term	5	19	Thursday	10	3119
	Summer term	5	19	Friday	11	2476
	Summer term	5	19	Saturday	12	1891
	Summer term	5	19	Sunday	13	3054
	Summer term	5	20	Monday	14	3471
	Summer term	5	20	Tuesday	15	2612
	Summer term	5	20	Wednesday	16	3092
	Summer term	5	20	Thursday	17	2628
	Summer term	5	20	Friday	18	1714
	Summer term	5	20	Saturday	19	1184
	Summer term	5	20	Sunday	20	1903
	Summer term	5	21	Monday	21	2223
	Summer term	5	21	Tuesday	22	1940
	Summer term	5	21	Wednesday	23	1570
	Summer term	5	21	Thursday	24	1303
	Summer term	5	21	Friday	25	1055
	Summer term	5	21	Saturday	26	574
	Summer term	5	21	Sunday	27	715
	Summer term	5	22	Monday	28	1122
	Summer term	5	22	Tuesday	29	1052
	Summer term	5	22	Wednesday	30	1047
	Summer term	5	22	Thursday	31	966
	Summer term	6	22	Friday	1	717
	Summer term	6	22	Saturday	2	307
	Summer term	6	22	Sunday	3	350
	Summer term	6	23	Monday	4	833
	Summer term	6	23	Tuesday	5	807
	Summer term	6	23	Wednesday	6	811
	Summer term	6	23	Thursday	7	824
	Summer term	6	23	Friday	8	714
	Summer term	6	23	Saturday	9	28
	Summer term	6	23	Sunday	10	5
	Summer Vacation	6	24	Monday	11	631
	Summer Vacation	6	24	Tuesday	12	487
	Summer Vacation	6	24	Wednesday	13	561
	Summer Vacation	6	24	Thursday	14	670
	Summer Vacation	6	24	Friday	15	147
	Summer Vacation	6	24	Saturday	16	79
	Summer Vacation	6	24	Sunday	17	0
	Summer Vacation	6	25	Monday	18	553
	Summer Vacation	6	25	Tuesday	19	569
	Summer Vacation	6	25	Wednesday	20	570
	Summer Vacation	6	25	Thursday	21	518
	Summer Vacation	6	25	Friday	22	468
	Summer Vacation	6	25	Saturday	23	0
	Summer Vacation	6	25	Sunday	24	1
	Summer Vacation	6	26	Monday	25	196
	Summer Vacation	6	26	Tuesday	26	243
	Summer Vacation	6	26	Wednesday	27	480
	Summer Vacation	6	26	Thursday	28	536
	Summer Vacation	6	26	Friday	29	420
	Summer Vacation	6	26	Saturday	30	0
	Summer Vacation	7	26	Sunday	1	0
	Summer Vacation	7	27	Monday	2	523
	Summer Vacation	7	27	Tuesday	3	489
	Summer Vacation	7	27	Wednesday	4	444
	Summer Vacation	7	27	Thursday	5	213
	Summer Vacation	7	27	Friday	6	103
	Summer Vacation	7	27	Saturday	7	0
	Summer Vacation	7	27	Sunday	8	0
	Summer Vacation	7	28	Monday	9	125
	Summer Vacation	7	28	Tuesday	10	285
	Summer Vacation	7	28	Wednesday	11	203
	Summer Vacation	7	28	Thursday	12	421
	Summer Vacation	7	28	Friday	13	314
	Summer Vacation	7	28	Saturday	14	3
	Summer Vacation	7	28	Sunday	15	1
	Summer Vacation	7	29	Monday	16	148
	Summer Vacation	7	29	Tuesday	17	456
	Summer Vacation	7	29	Wednesday	18	159
	Summer Vacation	7	29	Thursday	19	77
	Summer Vacation	7	29	Friday	20	472
	Summer Vacation	7	29	Saturday	21	2
	Summer Vacation	7	29	Sunday	22	0
	Summer Vacation	7	30	Monday	23	65
	Summer Vacation	7	30	Tuesday	24	244
	Summer Vacation	7	30	Wednesday	25	66
	Summer Vacation	7	30	Thursday	26	74
	Summer Vacation	7	30	Friday	27	70
	Summer Vacation	7	30	Saturday	28	0
	Summer Vacation	7	30	Sunday	29	0
	Summer Vacation	7	31	Monday	30	438
	Summer Vacation	7	31	Tuesday	31	336
	Summer Vacation	8	31	Wednesday	1	450
	Summer Vacation	8	31	Thursday	2	511
	Summer Vacation	8	31	Friday	3	76
	Summer Vacation	8	31	Saturday	4	1
	Summer Vacation	8	31	Sunday	5	0
	Summer Vacation	8	32	Monday	6	113
	Summer Vacation	8	32	Tuesday	7	272
	Summer Vacation	8	32	Wednesday	8	197
	Summer Vacation	8	32	Thursday	9	325
	Summer Vacation	8	32	Friday	10	225
	Summer Vacation	8	32	Saturday	11	0
	Summer Vacation	8	32	Sunday	12	2
	Summer Vacation	8	33	Monday	13	398
	Summer Vacation	8	33	Tuesday	14	297
	Summer Vacation	8	33	Wednesday	15	155
	Summer Vacation	8	33	Thursday	16	443
	Summer Vacation	8	33	Friday	17	421
	Summer Vacation	8	33	Saturday	18	5
	Summer Vacation	8	33	Sunday	19	0
	Summer Vacation	8	34	Monday	20	101
	Summer Vacation	8	34	Tuesday	21	477
	Summer Vacation	8	34	Wednesday	22	462
	Summer Vacation	8	34	Thursday	23	388
	Summer Vacation	8	34	Friday	24	141
	Summer Vacation	8	34	Saturday	25	3
	Summer Vacation	8	34	Sunday	26	0
	Summer Vacation	8	35	Monday	27	460
	Summer Vacation	8	35	Tuesday	28	539
	Summer Vacation	8	35	Wednesday	29	484
	Summer Vacation	8	35	Thursday	30	410
	Summer Vacation	8	35	Friday	31	410
	Summer Vacation	9	35	Saturday	1	1
	Summer Vacation	9	35	Sunday	2	0
	Summer Vacation	9	36	Monday	3	508
	Summer Vacation	9	36	Tuesday	4	388
	Summer Vacation	9	36	Wednesday	5	426
	Summer Vacation	9	36	Thursday	6	424
	Summer Vacation	9	36	Friday	7	382
	Summer Vacation	9	36	Saturday	8	9
	Summer Vacation	9	36	Sunday	9	0
	Summer Vacation	9	37	Monday	10	449
	Summer Vacation	9	37	Tuesday	11	440
	Summer Vacation	9	37	Wednesday	12	444
	Summer Vacation	9	37	Thursday	13	424
	Summer Vacation	9	37	Friday	14	453
	Summer Vacation	9	37	Saturday	15	0
	Summer Vacation	9	37	Sunday	16	2
	Summer Vacation	9	38	Monday	17	524
	Summer Vacation	9	38	Tuesday	18	438
	Summer Vacation	9	38	Wednesday	19	550
	Summer Vacation	9	38	Thursday	20	546
	Summer Vacation	9	38	Friday	21	536
	Summer Vacation	9	38	Saturday	22	3
	Summer Vacation	9	38	Sunday	23	0
	Summer Vacation	9	39	Monday	24	1055
	Summer Vacation	9	39	Tuesday	25	1157
	Summer Vacation	9	39	Wednesday	26	770
	Summer Vacation	9	39	Thursday	27	814
	Summer Vacation	9	39	Friday	28	1155
	Summer Vacation	9	39	Saturday	29	174
	Summer Vacation	9	39	Sunday	30	340
	Autumn Term	10	40	Monday	1	2179
	Autumn Term	10	40	Tuesday	2	1852
	Autumn Term	10	40	Wednesday	3	1782
	Autumn Term	10	40	Thursday	4	1864
	Autumn Term	10	40	Friday	5	1758
	Autumn Term	10	40	Saturday	6	426
	Autumn Term	10	40	Sunday	7	452
	Autumn Term	10	41	Monday	8	2082
	Autumn Term	10	41	Tuesday	9	1820
	Autumn Term	10	41	Wednesday	10	1455
	Autumn Term	10	41	Thursday	11	1533
	Autumn Term	10	41	Friday	12	1803
	Autumn Term	10	41	Saturday	13	402
	Autumn Term	10	41	Sunday	14	338
	Autumn Term	10	42	Monday	15	2682
	Autumn Term	10	42	Tuesday	16	1928
	Autumn Term	10	42	Wednesday	17	1678
	Autumn Term	10	42	Thursday	18	2030
	Autumn Term	10	42	Friday	19	1641
	Autumn Term	10	42	Saturday	20	351
	Autumn Term	10	42	Sunday	21	574
	Autumn Term	10	43	Monday	22	2611
	Autumn Term	10	43	Tuesday	23	2146
	Autumn Term	10	43	Wednesday	24	2210
	Autumn Term	10	43	Thursday	25	2152
	Autumn Term	10	43	Friday	26	1772
	Autumn Term	10	43	Saturday	27	464
	Autumn Term	10	43	Sunday	28	659
	Autumn Term	10	44	Monday	29	2595
	Autumn Term	10	44	Tuesday	30	2728
	Autumn Term	10	44	Wednesday	31	2079
	Autumn Term	11	44	Thursday	1	1796
	Autumn Term	11	44	Friday	2	1738
	Autumn Term	11	44	Saturday	3	845
	Autumn Term	11	44	Sunday	4	1233
	Autumn Term	11	45	Monday	5	3059
	Autumn Term	11	45	Tuesday	6	2300
	Autumn Term	11	45	Wednesday	7	2485
	Autumn Term	11	45	Thursday	8	2399
	Autumn Term	11	45	Friday	9	2250
	Autumn Term	11	45	Saturday	10	998
	Autumn Term	11	45	Sunday	11	1450
	Autumn Term	11	46	Monday	12	2899
	Autumn Term	11	46	Tuesday	13	2847
	Autumn Term	11	46	Wednesday	14	2491
	Autumn Term	11	46	Thursday	15	2500
	Autumn Term	11	46	Friday	16	2429
	Autumn Term	11	46	Saturday	17	927
	Autumn Term	11	46	Sunday	18	1367
	Autumn Term	11	47	Monday	19	2561
	Autumn Term	11	47	Tuesday	20	2849
	Autumn Term	11	47	Wednesday	21	2630
	Autumn Term	11	47	Thursday	22	2880
	Autumn Term	11	47	Friday	23	2170
	Autumn Term	11	47	Saturday	24	1126
	Autumn Term	11	47	Sunday	25	1733
	Autumn Term	11	48	Monday	26	3065
	Autumn Term	11	48	Tuesday	27	2865
	Autumn Term	11	48	Wednesday	28	3008
	Autumn Term	11	48	Thursday	29	3035
	Autumn Term	11	48	Friday	30	2643
	Autumn Term	12	48	Saturday	1	1406
	Autumn Term	12	48	Sunday	2	2135
	Autumn Term	12	49	Monday	3	3222
	Autumn Term	12	49	Tuesday	4	3342
	Autumn Term	12	49	Wednesday	5	3052
	Autumn Term	12	49	Thursday	6	2905
	Autumn Term	12	49	Friday	7	1808
	Autumn Term	12	49	Saturday	8	350
	Autumn Term	12	49	Sunday	9	310
	Autumn Term	12	50	Monday	10	800
	Autumn Term	12	50	Tuesday	11	840
	Autumn Term	12	50	Wednesday	12	758
	Autumn Term	12	50	Thursday	13	765
	Autumn Term	12	50	Friday	14	588
	Autumn Term	12	50	Saturday	15	251
	Autumn Term	12	50	Sunday	16	176
	Christmas Vacation	12	51	Monday	17	679
	Christmas Vacation	12	51	Tuesday	18	598
	Christmas Vacation	12	51	Wednesday	19	664
	Christmas Vacation	12	51	Thursday	20	532
	Christmas Vacation	12	51	Friday	21	0
	Christmas Vacation	12	51	Saturday	22	0
	Christmas Vacation	12	51	Sunday	23	0
	Christmas Vacation	12	52	Monday	24	0
	Christmas Vacation	12	52	Tuesday	25	0
	Christmas Vacation	12	52	Wednesday	26	0
	Christmas Vacation	12	52	Thursday	27	0
	Christmas Vacation	12	52	Friday	28	0
	Christmas Vacation	12	52	Saturday	29	0
	Christmas Vacation	12	52	Sunday	30	0
